id|Commune|Latitude|Longitude
36787046|Marchamp|45.7868000|5.5420900
36787047|Marsonnas|46.3408621|5.0718348
36787048|Marlieux|46.0644464|5.0714969
36787051|Oncieu|45.9596522|5.4730347
36787052|Ordonnaz|45.8374327|5.5391971
36787053|Neuville-les-Dames|46.1624000|5.0036600
36787054|Neuville-sur-Ain|46.0818044|5.3715563
36787055|Neyron|45.8146254|4.9317746
36787056|Niévroz|45.8264000|5.0668000
36787057|Monthieux|45.9567069|4.9410766
36787058|Montracol|46.1975000|5.1235100
36787060|Nattages|45.7307914|5.7631133
36787061|Montagnieu|45.7931907|5.4684845
36787062|Montanges|46.1634744|5.8017403
36787063|Montceaux|46.0960000|4.7991000
36787064|Montcet|46.2124000|5.1133700
36787065|Pont-de-Vaux|46.4316899|4.9376350
36787066|Poncin|46.0860736|5.4073957
36787067|Pollieu|45.7996388|5.7420586
36787068|Plagne|46.1916000|5.7280900
36787069|Pizay|45.8887000|5.0905200
36787070|Pirajoux|46.3700000|5.2981700
36787071|Peyzieux-sur-Saône|46.1269000|4.8166200
36787072|Peyrieu|45.6754284|5.6778850
36787073|Peyriat|46.1539648|5.5101075
36787074|Perrex|46.2445000|4.9797800
36787075|Pérouges|45.9034280|5.1794607
36787077|Parves|45.7439043|5.7407972
36787078|Parcieux|45.9152000|4.8241900
36787079|Ozan|46.3916424|4.9150895
36787080|Outriaz|46.0667000|5.5458600
36787081|Rossillon|45.8316360|5.5936605
36787082|Ruffieu|45.9932000|5.6636600
36787083|Rignieux-le-Franc|45.9402610|5.1887843
36787084|Romans|46.1217852|5.0238916
36787085|Revonnas|46.1618000|5.3291900
36787086|Reyssouze|46.4319742|4.9202623
36787090|Rancé|45.9650003|4.8701476
36787092|Relevant|46.0894000|4.9488500
36787093|Pugieu|45.8205793|5.6470717
36787094|Ramasse|46.1922000|5.3577100
36787095|Pressiat|46.3230557|5.3849421
36787096|Priay|46.0032588|5.2897581
36787097|Pougny|46.1390374|5.9509954
36787098|Prémeyzel|45.6830840|5.6475915
36787099|Pont-de-Veyle|46.2635000|4.8883600
36787100|Port|46.1635975|5.5710285
36787101|Saint-Germain-de-Joux|46.1786511|5.7376642
36787102|Saint-Georges-sur-Renon|46.1053000|5.0311500
36787104|Saint-Étienne-sur-Reyssouze|46.4145000|4.9990200
36787105|Saint-Jean-de-Gonville|46.2120327|5.9514167
36787106|Saint-Germain-sur-Rhône|46.0595319|5.8174749
36787107|Saint-Germain-sur-Renon|46.0803985|5.0572662
36787108|Saint-Germain-les-Paroisses|45.7728000|5.6171800
36787109|Saint-Jean-sur-Reyssouze|46.3967000|5.0630300
36787110|Saint-Jean-le-Vieux|46.0286673|5.3885553
36787111|Saint-Jean-de-Thurigneux|45.9522053|4.8820059
36787112|Saint-Jean-de-Niost|45.8390756|5.2188331
36787113|Saint-Just|46.1921124|5.2809893
36787114|Saint-Julien-sur-Veyle|46.2025514|4.9546414
36787115|Saint-Julien-sur-Reyssouze|46.4011949|5.1114877
36787116|Saint-Jean-sur-Veyle|46.2582556|4.9149511
36787117|Saint-André-de-Bâgé|46.2967054|4.9188897
36787118|Saint-André-le-Bouchoux|46.1169000|5.0777200
36787119|Chamagnat|46.0955021|5.4537615
36787120|Saint-André-d'Huiriat|46.2129640|4.9110272
36787121|Saint-Benoît|45.6937000|5.5879600
36787123|Saint-André-sur-Vieux-Jonc|46.1562285|5.1457722
36787124|Saint-Bénigne|46.4386000|4.9700700
36787126|Saint-Denis-en-Bugey|45.9518958|5.3290160
36787127|Saint-Bois|45.7009179|5.6406540
36787128|Saint-Champ|45.7747388|5.7330650
36787129|Saint-Éloi|45.9313564|5.1527949
36787130|Saint-Étienne-sur-Chalaronne|46.1474000|4.8661900
36787131|Saint-Didier-d'Aussiat|46.3067025|5.0609115
36787132|Saint-Didier-de-Formans|45.9561000|4.7795100
36787133|Sainte-Croix|45.8948458|5.0528255
36787134|Saint-Vulbas|45.8306000|5.2895900
36787135|Sainte-Julie|45.8896873|5.2780456
36787136|Sainte-Euphémie|45.9726012|4.7958364
36787137|Salavre|46.3638000|5.3474000
36787138|Sainte-Olive|46.0188678|4.9315723
36787139|Sandrans|46.0634126|4.9805124
36787140|Samognat|46.2581000|5.5755900
36787141|Sauverny|46.3154420|6.1151126
36787142|Sault-Brénaz|45.8548447|5.4095188
36787143|Ségny|46.2964559|6.0738412
36787144|Savigneux|46.0007010|4.8481524
36787145|Sergy|46.2526886|5.9992195
36787146|Seillonnaz|45.8066534|5.4902912
36787147|Serrières-de-Briord|45.8067000|5.4535900
36787148|Sermoyer|46.4972332|4.9798714
36787149|Saint-Laurent-sur-Saône|46.3046804|4.8410969
36787150|Saint-Marcel|45.9487400|4.9861220
36787151|Saint-Martin-de-Bavel|45.8489000|5.6761100
36787152|Saint-Martin-du-Frêne|46.1356460|5.5513920
36787153|Saint-Martin-du-Mont|46.1009000|5.3269600
36787154|Saint-Martin-le-Châtel|46.2824000|5.1167300
36787155|Saint-Maurice-de-Gourdans|45.8207025|5.1936266
36787156|Saint-Maurice-de-Rémens|45.9585490|5.2781025
36787157|Saint-Nizier-le-Bouchoux|46.4603000|5.1504900
36787158|Saint-Nizier-le-Désert|46.0549022|5.1482500
36787159|Saint-Paul-de-Varax|46.0992343|5.1288052
36787160|Saint-Rémy|46.1893000|5.1675800
36787161|Saint-Sorlin-en-Bugey|45.8828030|5.3730986
36787162|Saint-Sulpice|46.3200000|5.0412000
36787163|Saint-Trivier-de-Courtes|46.4596958|5.0807260
36787164|Saint-Trivier-sur-Moignans|46.0719820|4.8979906
36787165|Varambon|46.0395060|5.3163860
36787166|Vandeins|46.2158432|5.0787108
36787167|Valeins|46.1122000|4.8710900
36787168|Treffort|46.2712532|5.3688711
36787169|Tramoyes|45.8766132|4.9660316
36787170|Toussieux|45.9606007|4.8269239
36787171|Tossiat|46.1385000|5.3165500
36787172|Torcieu|45.9214309|5.3966031
36787173|Vésines|46.3596995|4.8669550
36787174|Vescours|46.4729021|5.0256500
36787175|Vesancy|46.3478000|6.0882500
36787176|Versonnex|46.3031461|6.0968730
36787177|Versailleux|45.9804138|5.1031585
36787178|Vernoux|46.4797948|5.1095136
36787179|Verjon|46.3463405|5.3506518
36787180|Vaux-en-Bugey|45.9275000|5.3539300
36787181|Sonthonnax-la-Montagne|46.2324000|5.5243900
36787182|Souclin|45.8766052|5.4184355
36787183|Simandre-sur-Suran|46.2237000|5.4158700
36787184|Songieu|45.9731142|5.7031087
36787185|Servignat|46.4332000|5.0689600
36787186|Seyssel|45.9566342|5.8315197
36787187|Serrières-sur-Ain|46.1521000|5.4523000
36787188|Servas|46.1324275|5.1650558
36787189|Thil|45.8134495|5.0221220
36787190|Thoissey|46.1721833|4.8015014
36787191|Tenay|45.9182969|5.5089185
36787192|Thézillieu|45.8933000|5.5967300
36787193|Sutrieu|45.9499376|5.6577178
36787194|Talissieu|45.8659277|5.7246485
36787195|Sulignat|46.1766447|4.9640637
36787196|Surjoux|46.0239272|5.8030274
36787197|Villeneuve|46.0212677|4.8370135
36787198|Villereversure|46.1853840|5.3827775
36787199|Villes|46.0891980|5.7851152
36787200|Villette-sur-Ain|45.9878775|5.2690994
36787201|Vieu|45.8983000|5.6824800
36787202|Vieu-d'Izenave|46.0800702|5.5308516
36787203|Villebois|45.8464000|5.4350300
36787204|Villemotier|46.3456369|5.3203936
36787205|Virieu-le-Grand|45.8481390|5.6493313
36787206|Virieu-le-Petit|45.9083982|5.7247885
36787207|Virignin|45.7177761|5.7132456
36787208|Vongnes|45.8152056|5.7257355
36817269|Azé|47.8506386|0.9965039
36818305|Épuisay|47.9007745|0.9298262
36829414|Mazangé|47.8221464|0.9471773
36829679|Mondoubleau|47.9814766|0.8986985
36829849|Cormenon|47.9702754|0.8921337
37941309|Boursay|48.0190299|0.9694540
38900065|Clara|42.5847496|2.4427724
38900768|Nohèdes|42.6230699|2.2894261
38900955|Taurinya|42.5808700|2.4268010
38900956|Sahorre|42.5327406|2.3607544
38900957|Vernet-les-Bains|42.5484832|2.3878706
38900971|Catllar|42.6337734|2.4229296
38900992|Vinça|42.6451061|2.5279054
40017547|Marquixanes|42.6420936|2.4852352
40190674|Conlie|48.1218262|-0.0169450
40566452|Meursault|46.9783803|4.7694038
41177783|Codalet|42.6104308|2.4167276
41317856|Tennie|48.1076410|-0.0754936
41317863|Bernay-en-Champagne|48.0738751|-0.0597483
41644895|Aiguebelette-le-Lac|45.5377034|5.8148179
41644900|Aiguebelle|45.5415041|6.3060463
41644904|Aillon-le-Jeune|45.6192000|6.0802600
41644907|Aillon-le-Vieux|45.6503000|6.0936500
41644912|Aiton|45.5606000|6.2565500
41644916|Albiez-le-Jeune|45.2451482|6.3511853
41644920|Albiez-le-Vieux|45.2174088|6.3409030
41644926|Allondaz|45.7067000|6.3734800
41644930|Apremont|45.5132000|5.9593700
41644938|Argentine|45.4942711|6.3128738
41644940|Arith|45.7136000|6.0867800
41644946|Arvillard|45.4398000|6.1200300
41644949|Attignat-Oncin|45.5075431|5.7754534
41644953|Aussois|45.2275415|6.7413988
41644957|Avressieux|45.5713000|5.6937300
41644960|Avrieux|45.2153331|6.7201839
41644964|Ayn|45.5715280|5.7492131
41644968|Bellecombe-en-Bauges|45.7382850|6.1415670
41644972|Bellentre|45.5691000|6.7129300
41644975|Belmont-Tramonet|45.5590000|5.6826500
41644981|Bessans|45.3205925|6.9940386
41644986|Betton-Bettonet|45.5298298|6.1866090
41644992|Billième|45.7192501|5.8093995
41644997|Bonneval|45.5224000|6.4554500
41645001|Bonneval-sur-Arc|45.3716864|7.0467945
41645006|Bonvillard|45.5864045|6.3054534
41645008|Bonvillaret|45.5625000|6.2985700
41645011|Bourdeau|45.6836400|5.8561401
41645013|Bourget-en-Huile|45.4848263|6.2062555
41645016|Bourgneuf|45.5518685|6.2100387
41645018|Bozel|45.4423833|6.6469402
41645019|Bramans|45.2238391|6.7757428
41645023|Brides-les-Bains|45.4525213|6.5667816
41645025|Brison-Saint-Innocent|45.7213000|5.8900400
41645029|Césarches|45.7012000|6.4123100
41645032|Cevins|45.5903000|6.4557900
41645036|Chamousset|45.5565000|6.1992500
41645041|Chamoux-sur-Gelon|45.5335878|6.2150824
41645046|Champagneux|45.6207000|5.6713000
41645050|Champagny-en-Vanoise|45.4551515|6.6942009
41645054|Chanaz|45.8086242|5.7910568
41645061|Châteauneuf|45.5480541|6.1721517
41645065|Chignin|45.5240371|6.0097845
41645067|Chindrieux|45.8193027|5.8480382
41645072|Cléry|45.6451000|6.2947900
41645080|Coise-Saint-Jean-Pied-Gauthier|45.5262000|6.1416900
41645087|Conjux|45.7901028|5.8215638
41645091|Corbel|45.4293708|5.8247577
41645096|Crest-Voland|45.7930981|6.5022718
41645101|Cruet|45.5277000|6.0915100
41645110|Détrier|45.4466000|6.0940000
41645114|Domessin|45.5373000|5.7095400
41645119|Doucy-en-Bauges|45.6859797|6.1683678
41645122|Drumettaz-Clarafond|45.6582224|5.9285677
41645126|Dullin|45.5531763|5.7438940
41645134|Entremont-le-Vieux|45.4521870|5.8836195
41645142|Épierre|45.4540000|6.2945300
41645146|Esserts-Blay|45.6140000|6.4353400
41645154|Feissons-sur-Isère|45.5605000|6.4701400
41645158|Feissons-sur-Salins|45.4709950|6.5600605
41645173|Flumet|45.8175946|6.5143172
41645179|Fontcouverte-la-Toussuire|45.2470875|6.3024019
41645182|Fourneaux|45.1914993|6.6513118
41645190|Freney|45.1936000|6.6270900
41645192|Fréterive|45.5839576|6.2083753
41645195|Frontenex|45.6344000|6.3118700
41645199|Gerbaix|45.6094287|5.7455326
41645202|Granier|45.5725991|6.6507245
41645211|Grésy-sur-Isère|45.5988000|6.2573300
41645214|Grignon|45.6464000|6.3718500
41645218|Hautecour|45.5058170|6.5441285
41645224|Hauteluce|45.7506448|6.5853758
41645228|Hauteville|45.5301887|6.1721972
41645234|Jarrier|45.2799667|6.3168502
41645237|Jongieux|45.7375000|5.7990600
41645238|La Balme|45.7053438|5.7182721
41645243|La Bâthie|45.6249000|6.4490000
41645246|La Bauche|45.4821375|5.7650222
41645251|La Biolle|45.7567025|5.9275429
41645257|La Bridoire|45.5251000|5.7396000
41645259|La Chambre|45.3575951|6.3009670
41645261|La Chapelle|45.4197000|6.2778600
41645265|La Chapelle-Blanche|45.4489000|6.0679700
41645270|La Chapelle-du-Mont-du-Chat|45.7050952|5.8540838
41645275|La Chapelle-Saint-Martin|45.6462000|5.7592800
41645277|La Chavanne|45.4949929|6.0728830
41645281|La Compôte|45.6702305|6.1615464
41645289|La Côte-d'Aime|45.5671019|6.6673589
41645292|La Croix-de-la-Rochette|45.4702487|6.1178950
41645295|La Giettaz-en-Aravis|45.8633173|6.4946788
41645299|Doucy|45.5026000|6.4698799
41645304|La Motte-en-Bauges|45.7013041|6.1287951
41645309|La Perrière|45.4462985|6.5911269
41645311|La Table|45.4794000|6.1710700
41645314|La Thuile|45.5332609|6.0548688
41645318|La Trinité|45.4962812|6.1458463
41645321|Laissaud|45.4468000|6.0371300
41645324|Landry|45.5700000|6.7399100
41645334|Lanslevillard|45.2891832|6.9115589
41645342|Le Châtel|45.3073000|6.3590600
41645349|Le Châtelard|45.6870047|6.1354066
41645353|Le Noyer|45.6792726|6.0607707
41645358|Le Pont-de-Beauvoisin|45.5367838|5.6730819
41645361|Le Pontet|45.4934683|6.2282666
41645363|Le Verneil|45.4613704|6.1631191
41645368|Lépin-le-Lac|45.5377090|5.7925969
41645372|Les Allues|45.4307976|6.5563846
41645376|Les Avanchers-Valmorel|45.4781616|6.4562373
41645381|Les Chapelles|45.5888000|6.7285600
41645385|Les Chavannes-en-Maurienne|45.3927009|6.2832773
41645393|Les Échelles|45.4358859|5.7545566
41645405|Les Mollettes|45.4621000|6.0587700
41645410|Lescheraines|45.7083543|6.1057981
41645415|Loisieux|45.6584830|5.7363461
41645419|Lucey|45.7516000|5.7873700
41645421|Mâcot-la-Plagne|45.5535473|6.6736850
41645423|Marcieux|45.6129000|5.7634800
41645428|Marthod|45.7267229|6.4038242
41645431|Méry|45.6429970|5.9375217
41645434|Meyrieux-Trouet|45.6433042|5.7809951
41645439|Montagnole|45.5373290|5.9077412
41645442|Montagny|45.4562000|6.5911100
41645443|Montailleur|45.6154000|6.2788000
41645451|Montcel|45.7223000|5.9827400
41645457|Montgilbert|45.5496538|6.2851284
41645464|Monthion|45.6315698|6.3593859
41645472|Montsapey|45.5238000|6.3391200
41645478|Montvalezan|45.6121437|6.8457969
41645483|Montvernier|45.3208772|6.3442934
41645487|Motz|45.9197655|5.8472984
41645492|Mouxy|45.6816481|5.9342552
41645496|Myans|45.5135921|5.9869283
41645499|Nances|45.5896000|5.7960500
41645502|Notre-Dame-de-Bellecombe|45.8084045|6.5171548
41645506|Notre-Dame-des-Millières|45.6265765|6.3437002
41645508|Notre-Dame-du-Cruet|45.3712992|6.3127344
41645512|Notre-Dame-du-Pré|45.5114000|6.5942800
41645521|Ontex|45.7540897|5.8206402
41645524|Orelle|45.2102358|6.5347405
41645526|Pallud|45.6863467|6.3952524
41645529|Peisey-Nancroix|45.5466581|6.7552739
41645533|Planaise|45.5019988|6.0894851
41645536|Planay|45.4245000|6.6973000
41645542|Plancherine|45.6652313|6.3164072
41645553|Pralognan-la-Vanoise|45.3818090|6.7212822
41645558|Presle|45.4545000|6.1383400
41645562|Pugny-Chatenod|45.6955000|5.9539600
41645568|Queige|45.7198103|6.4597224
41645573|Rochefort|45.5822000|5.7213100
41645579|Rognaix|45.5863000|6.4469500
41645582|Rotherens|45.4716000|6.1352400
41645586|Ruffieux|45.8492857|5.8432118
41645589|Saint-Alban-de-Montbel|45.5520410|5.7822705
41645593|Saint-Alban-d'Hurtières|45.4826390|6.2762254
41645598|Saint-Alban-des-Villards|45.3093827|6.2487558
41645604|Saint-André|45.2014000|6.6187700
41645607|Saint-Avre|45.3526976|6.3093956
41645610|Saint-Béron|45.5019000|5.7277438
41645613|Saint-Bon-Tarentaise|45.4350000|6.6369800
41645615|Saint-Cassin|45.5378789|5.8941599
41645621|Saint-Christophe La Grotte|45.4503441|5.7775302
41645628|Saint-Étienne-de-Cuines|45.3422909|6.2915123
41645632|Saint-Franc|45.4912963|5.7460579
41645636|Saint-François-de-Sales|45.6831000|6.0592900
41645638|Saint-François-Longchamp|45.4078604|6.3467811
41645645|Saint-Genix-Sur-Guiers|45.5990887|5.6329032
41645649|Saint-Georges-d'Hurtières|45.5017988|6.2865378
41645661|Saint-Jean-d'Arves|45.2061981|6.2731278
41645665|Saint-Jean-d'Arvey|45.5861375|5.9958116
41645675|Saint-Jean-de-Chevelu|45.6908000|5.8186318
41645679|Saint-Jean-de-Couz|45.4663350|5.8206614
41645680|Saint-Jean-de-la-Porte|45.5548081|6.1267602
41645687|Saint-Julien-Mont-Denis|45.2558142|6.4041464
41645692|Saint-Léger|45.4365826|6.2772605
41645700|Saint-Martin-d'Arc|45.2119840|6.4668111
41645703|Saint-Martin-de-la-Porte|45.2399423|6.4455416
41645708|Saint-Martin-sur-la-Chambre|45.3659023|6.3160733
41645726|Saint-Ours|45.7575000|5.9884200
41645730|Saint-Pancrace|45.2688000|6.3256300
41645734|Saint-Paul-sur-Yenne|45.6769453|5.7847432
41645737|Saint-Paul-sur-Isère|45.5974539|6.4381355
41645739|Saint-Pierre-d'Alvey|45.6302499|5.7408303
41645744|Saint-Pierre-d'Entremont (Isère)|45.4155927|5.8544691
41645747|Saint-Pierre-de-Belleville|45.4705962|6.2843159
41645751|Saint-Pierre-de-Curtille|45.7753000|5.8080700
41645754|Saint-Pierre-de-Genebroz|45.4518000|5.7537800
41645758|Saint-Pierre-de-Soucy|45.4943225|6.1067355
41645765|Saint-Rémy-de-Maurienne|45.3926821|6.2653827
41645767|Saint-Sorlin-d'Arves|45.2213930|6.2290470
41645771|Saint-Sulpice|45.5676000|5.8448500
41645774|Saint-Thibaud-de-Couz|45.5018873|5.8442209
41645778|Saint-Vital|45.6281000|6.2993400
41645780|Sainte-Foy-Tarentaise|45.5903550|6.8849094
41645785|Sainte-Hélène-du-Lac|45.4821528|6.0641961
41645788|Sainte-Hélène-sur-Isère|45.6136449|6.3174574
41645790|Sainte-Marie-d'Alvey|45.5945479|5.7202782
41645794|Sainte-Marie-de-Cuines|45.3395696|6.3023511
41645798|Sainte-Reine|45.6100000|6.1390300
41645801|Salins-les-Thermes|45.4743000|6.5295900
41645805|Séez|45.6227366|6.8005956
41645810|Serrières-en-Chautagne|45.8805000|5.8437400
41645814|Sollières-Sardières|45.2637369|6.8078730
41645816|Sonnaz|45.6203491|5.9123397
41645818|Termignon|45.2769434|6.8169262
41645821|Thénésol|45.7122914|6.3964537
41645822|Thoiry|45.5860000|6.0311200
41645826|Tournon|45.6439000|6.3175600
41645831|Tours-en-Savoie|45.6483000|6.4404900
41645836|Traize|45.6699000|5.7461400
41645839|Trévignin|45.7072693|5.9561244
41645843|Val-d'Isère|45.4495560|6.9787389
41645846|Valezan|45.5755000|6.6934300
41645849|Valloire|45.1650000|6.4296372
41645855|Valmeinier|45.1853248|6.4808156
41645859|Venthon|45.6896313|6.4138709
41645864|Verel-de-Montbel|45.5530000|5.7224200
41645867|Vérel|45.6070000|5.9489800
41645870|Verrens-Arvey|45.6542274|6.3180153
41645873|Verthemex|45.6292357|5.7893294
41645875|Villard-d'Héry|45.5140312|6.1385461
41645880|Villard-Léger|45.5149278|6.1852574
41645883|Villard-Sallet|45.4875000|6.1402200
41645889|Villarembert|45.2455000|6.2795800
41645891|Villargondran|45.2606302|6.3734415
41645894|Villarlurin|45.4622000|6.5298500
41645896|Villarodin-Bourget|45.2139198|6.6967327
41645899|Villaroger|45.5914173|6.8744445
41645902|Villaroux|45.4618000|6.0794000
41645907|Vimines|45.5464731|5.8655391
41645912|Vions|45.8252247|5.8082507
41645915|Viviers-du-Lac|45.6485000|5.9056700
41645919|Voglans|45.6322094|5.8971446
41978432|Trois-Épis|48.0998689|7.2310706
43273562|Cures|48.1002595|-0.0050435
43461043|Saint-Michel-d'Alajou|43.8560260|3.3859944
47934205|Loué|47.9965376|-0.1511977
48113874|Torcé-Viviers-en-Charnie|48.0980561|-0.2629787
48229036|Domfront-en-Champagne|48.1037355|0.0276825
49963325|Vitteaux|47.3972983|4.5417701
50054971|Neuvillalais|48.1567492|0.0018977
50054975|Assé-le-Riboul|48.1930796|0.0866656
50055007|Le Tronchet|48.1812739|0.0750963
50055651|Vernie|48.1851343|0.0177843
50055654|Ségrie|48.1986243|0.0244749
50076722|Saint-Marceau|48.1813823|0.1262300
50098604|Neuvy-en-Champagne|48.0811537|-0.0397802
50118608|La Chapelle-Saint-Laud|47.6105677|-0.3091580
50119801|Lézigné|47.6366445|-0.2950501
50533254|Porto-Vecchio|41.5911382|9.2794469
50839056|Saint-Julien-le-Pauvre|48.0563871|-0.0080941
50860764|La Chapelle-Saint-Fray|48.1099885|0.0805399
50860772|Saint-Jean-d'Assé|48.1506368|0.1226684
51305031|Corte|42.3052904|9.1511935
51318353|Calvi|42.5677079|8.7590528
51324701|Lumio|42.5790571|8.8338020
51336801|Ponte Leccia|42.4610131|9.2061196
51341115|Ajaccio|41.9263991|8.7376029
51528841|Longnes|48.0204100|-0.0790269
51830676|Épineu-le-Chevreuil|48.0375093|-0.1157105
51830682|Chemiré-en-Charnie|48.0551157|-0.2034033
52796484|Beaumont-sur-Sarthe|48.2264796|0.1328230
53369012|Sougé-le-Ganelon|48.3176305|-0.0298182
53371136|Saint-Léonard-des-Bois|48.3525683|-0.0774296
54725592|Matignon|48.5968982|-2.2922438
57656376|Saint-Christophe-du-Jambet|48.2317367|0.0364898
57707286|Joué-en-Charnie|48.0186634|-0.1905497
57707290|Chassillé|48.0213271|-0.1155001
58866011|Henrichemont|47.3030026|2.5239669
59850025|Casalabriva|41.7529337|8.9373386
59851453|Propriano / Prupià|41.6758995|8.9040385
59852866|Sartène|41.6208848|8.9721882
59853078|Pianottoli|41.4938111|9.0560968
59857471|Bonifacio|41.3878259|9.1606179
59955972|Monnetier|46.1606961|6.2064086
59961918|Valleiry|46.1079478|5.9679280
60086396|Flers|48.7484236|-0.5697257
60613608|Tiuccia|42.0665463|8.7386496
60644633|Pezé-le-Robert|48.1940277|-0.0593182
60644634|Crissé|48.1685132|-0.0602119
60666950|Tarco|41.7489354|9.4024568
60667308|Favone|41.7715329|9.3970805
60667424|Solenzara|41.8562794|9.3985690
60667870|Travo|41.9178715|9.3906074
60667872|Mignataja|41.9644626|9.3979411
60668428|Ghisonaccia|42.0149385|9.4053600
60674718|Aléria|42.1135718|9.5144732
60676560|L'Île-Rousse|42.6344797|8.9381367
60943687|Arboussols|42.6634110|2.4858428
61105499|Teillé|48.1818634|0.1880440
61258228|Gombergean|47.6508309|1.0836582
61696574|Villeromain|47.7295926|1.1434371
61696603|Champigny-en-Beauce|47.7140000|1.2537705
61711303|Santenay|47.5665039|1.1160657
61711432|Herbault|47.6032367|1.1395747
61821204|Villerable|47.7577260|1.0306336
62621602|La Chapelle-d'Angillon|47.3617105|2.4317573
62631400|Méry-ès-Bois|47.3143303|2.3632835
64639027|Thoré-la-Rochette|47.7871988|0.9641208
64701177|Theillay|47.3137465|2.0420441
64736147|Selommes|47.7559982|1.1929956
64736543|Périgny|47.7409062|1.1504235
64736748|Villemardy|47.7344387|1.1906892
64737164|Meslay|47.8119663|1.0985066
64737997|Villetrun|47.7865977|1.1623651
64738624|Oucques-la-Nouvelle|47.8213029|1.2959177
64922332|Nonza|42.7844061|9.3445863
65442261|Montpellier|43.6112422|3.8767337
68412213|Rilly-sur-Loire|47.4667668|1.1353179
68414095|Chaumont-sur-Loire|47.4781489|1.1903903
73719981|Killem|50.9578493|2.5626329
73719991|Saint-Tricat|50.8935324|1.8318951
73719998|Escalles|50.9179845|1.7136049
75025675|Choue|47.9984442|0.9306547
75042531|Arville|48.0631115|0.9488293
78547605|Herny|48.9986597|6.4814821
78547607|Han-sur-Nied|48.9902191|6.4372203
78547610|Many|49.0026397|6.5218763
78547616|Fouligny|49.0933445|6.5049773
78622528|La Bazoche-Gouet|48.1375675|0.9795612
82202853|Épinouze|45.3092036|4.9307673
82336222|Agonges|46.6059731|3.1574114
82336226|Ainay-le-Château|46.7115000|2.6939300
82336230|Andelaroche|46.2554000|3.7488800
82336234|Archignat|46.3719368|2.4235672
82336237|Arfeuilles|46.1561337|3.7268755
82336241|Arpheuilles-Saint-Priest|46.2247218|2.6782929
82336246|Arronnes|46.0595586|3.5679898
82336251|Aubigny|46.6821000|3.1667200
82336255|Audes|46.4575891|2.5582129
82336260|Aurouër|46.6878758|3.2991819
82336263|Autry-Issards|46.5484184|3.1355479
82336268|Avrilly|46.3327962|3.9809680
82336273|Bagneux|46.6583468|3.2052600
82336276|Barberier|46.2174875|3.2465089
82336280|Barrais-Bussolles|46.2912162|3.7151533
82336284|Bayet|46.2476257|3.2687241
82336288|Beaune-d'Allier|46.2809327|2.8844096
82336292|Beaulon|46.5996870|3.6781392
82336294|Bellenaves|46.1992438|3.0781699
82336300|Bègues|46.1270635|3.1558421
82336304|Bessay-sur-Allier|46.4420660|3.3631418
82336307|Bert|46.3245902|3.7065872
82336311|Bézenet|46.3308000|2.8421300
82336316|Besson|46.4696906|3.2638304
82336322|Billezois|46.2112000|3.5736200
82336325|Bizeneuille|46.4079000|2.7363700
82336326|Biozat|46.0776810|3.2716756
82336331|Blomard|46.2893000|2.9764200
82336335|Braize|46.6672129|2.6507599
82336340|Boucé|46.3179727|3.4928467
82336344|Bressolles|46.5318263|3.3135610
82336346|Broût-Vernet|46.1879223|3.2730169
82336350|Bransat|46.3216495|3.2288943
82336354|Bresnay|46.4424640|3.2496206
82336358|Buxières-les-Mines|46.4692430|2.9614149
82336362|Cérilly|46.6179000|2.8192800
82336366|Brugheas|46.0774000|3.3676514
82336371|Busset|46.0616822|3.5122758
82336374|Chamblet|46.3342903|2.7010351
82336377|Chantelle|46.2385636|3.1517793
82336380|Cesset|46.2950000|3.2159500
82336383|Chambérat|46.4192000|2.4123900
82336388|Chareil|46.2674075|3.2200562
82336393|Charmeil|46.1597000|3.3929400
82336398|Chapeau|46.4898488|3.5198039
82336403|Chappes|46.3882079|2.9262941
82336407|Château-sur-Allier|46.7663000|3.0274600
82336409|Chassenard|46.4395320|3.9791182
82336413|Charroux|46.1846945|3.1602582
82336414|Charmes|46.0756528|3.2526109
82336417|Châtelus|46.1935971|3.7333180
82336420|Châtelperron|46.4001060|3.6372432
82336430|Châtel-de-Neuvre|46.4058814|3.3115945
82336434|Chazemais|46.4829631|2.5259702
82336436|Chavroches|46.3543978|3.5867202
82336441|Chavenon|46.4142129|2.9459240
82336445|Châtillon|46.4752453|3.1346888
82336451|Chézy|46.6107252|3.4681107
82336456|Chezelle|46.2183000|3.1240200
82336460|Chevagnes|46.6113000|3.5502500
82336463|Chemilly|46.4889734|3.3155176
82336468|Colombier|46.2740000|2.7929100
82336470|Contigny|46.3523000|3.3038400
82336474|Coulandon|46.5503419|3.2579428
82336479|Coulanges|46.4857459|3.8580008
82336484|Chirat-l'Église|46.2449320|3.0359033
82336486|Chouvigny|46.1262077|2.9903363
82336488|Cindré|46.3269514|3.5640372
82336489|Cognat-Lyonne|46.1100387|3.3171198
82336490|Créchy|46.2615316|3.4268654
82336493|Cressanges|46.4449987|3.1607039
82336497|Creuzier-le-Neuf|46.1805596|3.4472492
82336501|Deneuille-lès-Chantelle|46.2465388|3.1541406
82336505|Couleuvre|46.6727000|2.9083800
82336509|Courçais|46.4707000|2.4337800
82336514|Coutansouze|46.2188000|3.0110400
82336518|Couzon|46.6584000|3.1185300
82336519|Larequille|46.2514463|2.7022385
82336520|Droiturier|46.2307721|3.7184656
82336522|Échassières|46.1841000|2.9338900
